"","survey_year","industry","telecommute_status","count","prop","prop_se","est","est_se","moe"
"1","2023","Arts and entertainment","Fully In Person",27,0.271778644586326,0.102000027806677,7534.37046851007,3049.74343252901,0.167790045741984
"2","2023","Arts and entertainment","Fully at Home-Outside Employer",18,0.245422303131017,0.124245258902903,6803.70805380452,4158.58767559981,0.204383450895276
"3","2023","Arts and entertainment","Fully at Home-Self employed",18,0.0549675814810359,0.0229412771377797,1523.83614712079,531.029333191308,0.0377384008916476
"4","2023","Arts and entertainment","Hybrid",34,0.422135413991938,0.128847748267677,11702.6288129967,4883.45914095645,0.211954545900329
"5","2023","Arts and entertainment","Outside home-Self employed",5,0.00569605680968376,0.00340982000225958,157.908662320249,85.8558266888231,0.00560915390371701
"6","2023","Childcare (e.g., nanny, babysitter)","Fully In Person",30,0.76375584244021,0.116876952300445,34400.1241964475,11676.4868645568,0.192262586534232
"7","2023","Childcare (e.g., nanny, babysitter)","Fully at Home-Outside Employer",1,0.00182796589547301,0.0019002499407962,82.3329267508218,82.3329267508413,0.00312591115260974
"8","2023","Childcare (e.g., nanny, babysitter)","Fully at Home-Self employed",2,0.00514785400706098,0.00462882285934013,231.863126077416,198.340431936473,0.00761441360361452
"9","2023","Childcare (e.g., nanny, babysitter)","Hybrid",7,0.218449766998269,0.116234230729443,9839.13797819984,5846.79427493761,0.191205309549933
"10","2023","Childcare (e.g., nanny, babysitter)","Outside home-Self employed",2,0.0108185706589865,0.0106753524417537,487.276369772992,464.592722829559,0.0175609547666848
"11","2023","Construction","Fully In Person",62,0.770476389273765,0.0659090904322039,73836.5244692414,16186.9801624255,0.108420453760975
"12","2023","Construction","Fully at Home-Outside Employer",4,0.0255284877968552,0.0219864240023146,2446.45370074472,2113.65351959278,0.0361676674838076
"13","2023","Construction","Fully at Home-Self employed",3,0.00560974634311364,0.00501191535030288,537.594894400291,472.798259828915,0.00824460075124824
"14","2023","Construction","Hybrid",35,0.146379227575668,0.0555494247794421,14027.8580487937,5547.46014122405,0.0913788037621822
"15","2023","Construction","Outside home-Self employed",9,0.0520061490105978,0.0302197172276914,4983.8688731156,2904.14270679548,0.0497114348395524
"16","2023","Financial services","Fully In Person",28,0.35438930327499,0.101944965862152,22853.3369191172,8362.70516405739,0.16769946884324
"17","2023","Financial services","Fully at Home-Outside Employer",35,0.216501713766698,0.0819238391198695,13961.4445542036,5845.95701691083,0.134764715352185
"18","2023","Financial services","Fully at Home-Self employed",8,0.0314934048959821,0.0203607349256873,2030.90044244247,1283.36582131123,0.0334934089527555
"19","2023","Financial services","Hybrid",48,0.39761557806233,0.1032433156982,25640.8494437458,8718.20170436182,0.169835254323539
"20","2023","Government","Fully In Person",76,0.546402363948908,0.0704041132824682,63062.0721514699,13304.292074998,0.11581476634966
"21","2023","Government","Fully at Home-Outside Employer",49,0.0874006465474497,0.0313540364311237,10087.1925934342,3647.44154757101,0.0515773899291986
"22","2023","Government","Hybrid",135,0.36595316520383,0.067092476011158,42235.8438227778,9247.7020380932,0.110367123038355
"23","2023","Government","Outside home-Self employed",1,0.000243824299812045,0.000246289775586318,28.1405546562872,28.1405546562812,0.000405146680839494
"24","2023","Health care","Fully In Person",308,0.694503048095448,0.0419588127142499,212173.539018696,25418.2466828934,0.069022246914941
"25","2023","Health care","Fully at Home-Outside Employer",74,0.0956830767087045,0.0253984528572856,29231.5736628604,8037.78525478686,0.0417804549502349
"26","2023","Health care","Fully at Home-Self employed",14,0.00860213143288133,0.00520203603659547,2627.98654984097,1582.50358293462,0.00855734928019955
"27","2023","Health care","Hybrid",134,0.159672008917658,0.0313495114613322,48780.4557621297,10109.8683172401,0.0515699463538914
"28","2023","Health care","Outside home-Self employed",13,0.0415397348453085,0.0215073587835149,12690.5599279905,6741.34945737932,0.035379605198882
"29","2023","Hospitality (e.g., restaurant, accommodation)","Fully In Person",106,0.806358140536394,0.0655835116885201,63682.9533327663,12505.1153930542,0.107884876727616
"30","2023","Hospitality (e.g., restaurant, accommodation)","Fully at Home-Outside Employer",3,0.0433741752544072,0.039839671005269,3425.51955479263,3232.65438178969,0.0655362588036675
"31","2023","Hospitality (e.g., restaurant, accommodation)","Fully at Home-Self employed",1,0.0151169174648083,0.0151178498652742,1193.87391414723,1193.8739141477,0.024868863028376
"32","2023","Hospitality (e.g., restaurant, accommodation)","Hybrid",14,0.0588535413520197,0.0272673722566329,4648.01821792924,2124.36572822515,0.0448548273621611
"33","2023","Hospitality (e.g., restaurant, accommodation)","Outside home-Self employed",10,0.0762972253923709,0.0482437279871858,6025.65088615561,3978.76970975972,0.0793609325389206
"34","2023","Landscaping","Fully In Person",8,0.724280575980213,0.185638660310465,12515.0875482065,7033.70848849387,0.305375596210716
"35","2023","Landscaping","Hybrid",3,0.275719424019787,0.185638660310465,4764.24861412131,3527.27264094625,0.305375596210716
"36","2023","Manufacturing (e.g., aerospace & defense, electrical, machinery)","Fully In Person",107,0.711776068750055,0.0577273462951867,135117.157696623,22076.9276442001,0.0949614846555821
"37","2023","Manufacturing (e.g., aerospace & defense, electrical, machinery)","Fully at Home-Outside Employer",18,0.0244041167185509,0.0131538848665083,4632.65770215879,2479.75933548037,0.0216381406054062
"38","2023","Manufacturing (e.g., aerospace & defense, electrical, machinery)","Fully at Home-Self employed",3,0.010979638947415,0.0107016270372983,2084.27576065473,2034.63910313062,0.0176041764763557
"39","2023","Manufacturing (e.g., aerospace & defense, electrical, machinery)","Hybrid",67,0.245929072574407,0.0559440416840199,46684.9599756481,12039.3398795318,0.0920279485702127
"40","2023","Manufacturing (e.g., aerospace & defense, electrical, machinery)","Outside home-Self employed",3,0.00691110300957228,0.00646999706019296,1311.94154482019,1224.02485893565,0.0106431451640174
"41","2023","Media","Fully In Person",9,0.581216703978125,0.144302845504771,14817.7679970077,7324.48912735482,0.237378180855349
"42","2023","Media","Fully at Home-Outside Employer",19,0.248567990801857,0.110732908710603,6337.09044143866,2784.33674385952,0.182155634828941
"43","2023","Media","Fully at Home-Self employed",5,0.0149584347276466,0.00910167949236549,381.356237485205,200.749276030934,0.0149722627649412
"44","2023","Media","Hybrid",19,0.134937614509679,0.0805982736819766,3440.15279015336,2034.53816379316,0.132584160206852
"45","2023","Media","Outside home-Self employed",1,0.0203192559826921,0.0209275900671028,518.027129919984,518.027129919733,0.0344258856603842
"46","2023","Military","Fully In Person",22,0.768205693757619,0.134302331879737,28757.438033449,10662.0287749763,0.220927335942167
"47","2023","Military","Hybrid",5,0.231794306242381,0.134302331879737,8677.11662701463,5698.25424400685,0.220927335942167
"48","2023","Natural resources (e.g., forestry, fishery, energy)","Fully In Person",5,0.660420478612274,0.22805050485439,3696.01695682647,2901.18482625197,0.375143080485471
"49","2023","Natural resources (e.g., forestry, fishery, energy)","Fully at Home-Outside Employer",4,0.0370649496086153,0.0331205342323915,207.432517152134,149.584617420131,0.054483278812284
"50","2023","Natural resources (e.g., forestry, fishery, energy)","Fully at Home-Self employed",1,0.011335073463728,0.0128958542380635,63.436288070359,63.4362880703549,0.0212136802216144
"51","2023","Natural resources (e.g., forestry, fishery, energy)","Hybrid",9,0.291179498315383,0.215969578885834,1629.57448793121,1217.55805408902,0.355269957267198
"52","2023","Other","Fully In Person",189,0.62729604257851,0.0512531451311166,161788.75115761,22725.7470937797,0.0843114237406868
"53","2023","Other","Fully at Home-Outside Employer",60,0.0637047706405241,0.0212986526276123,16430.3846750674,5562.0724860889,0.0350362835724223
"54","2023","Other","Fully at Home-Self employed",29,0.0722127080681163,0.0289094073463396,18624.7051838963,7759.03595523033,0.0475559750847287
"55","2023","Other","Hybrid",120,0.201154479585959,0.0417440092417489,51880.6589440555,11873.1609894057,0.0686688952026769
"56","2023","Other","Outside home-Self employed",22,0.0356319991268905,0.0203923964245368,9190.00957871844,5358.46138145933,0.033545492118363
"57","2023","Personal services (e.g., hair styling, personal assistance, pet sitting)","Fully In Person",25,0.447562136311326,0.14888629401719,13096.3488261141,5717.87984479478,0.244917953658278
"58","2023","Personal services (e.g., hair styling, personal assistance, pet sitting)","Fully at Home-Outside Employer",5,0.129660698003535,0.103768489452699,3794.06923044655,3268.75713886378,0.170699165149691
"59","2023","Personal services (e.g., hair styling, personal assistance, pet sitting)","Fully at Home-Self employed",8,0.0403310475605232,0.0240873499488274,1180.14779294868,634.762457154607,0.0396236906658211
"60","2023","Personal services (e.g., hair styling, personal assistance, pet sitting)","Hybrid",8,0.0384623315586584,0.0210482355896676,1125.46632051881,535.204673692759,0.0346243475450032
"61","2023","Personal services (e.g., hair styling, personal assistance, pet sitting)","Outside home-Self employed",12,0.343983786565958,0.151503543334736,10065.4887755333,5791.38850030688,0.24922332878564
"62","2023","Private education","Fully In Person",38,0.413800359760649,0.119661458333674,18656.6746820492,5886.91907534756,0.196843098958895
"63","2023","Private education","Fully at Home-Outside Employer",8,0.252376772506435,0.125187144797689,11378.7028717945,6851.64367956,0.205932853192199
"64","2023","Private education","Fully at Home-Self employed",4,0.113991914003431,0.100575173391966,5139.45917586024,4935.48439964667,0.165446160229784
"65","2023","Private education","Hybrid",17,0.219830953729485,0.105946288764672,9911.33645013721,5391.10721220131,0.174281645017885
"66","2023","Professional and business services (e.g., consulting, legal, marketing)","Fully In Person",52,0.234881012921728,0.0627176508879313,29430.2796903854,9088.0331398303,0.103170535710647
"67","2023","Professional and business services (e.g., consulting, legal, marketing)","Fully at Home-Outside Employer",75,0.20484417064188,0.052923216914897,25666.7031529899,7165.44124478456,0.0870586918250055
"68","2023","Professional and business services (e.g., consulting, legal, marketing)","Fully at Home-Self employed",37,0.136116484345949,0.0534350720226424,17055.2151276194,7300.81124669917,0.0879006934772467
"69","2023","Professional and business services (e.g., consulting, legal, marketing)","Hybrid",159,0.418375602617479,0.0710620940094563,52421.908640053,11705.38378521,0.116897144645556
"70","2023","Professional and business services (e.g., consulting, legal, marketing)","Outside home-Self employed",4,0.00578272947296357,0.00490138752240381,724.568340565979,608.724466197991,0.00806278247435427
"71","2023","Public education","Fully In Person",161,0.820906380451376,0.0557594923237436,119942.607125602,18798.0957201674,0.0917243648725582
"72","2023","Public education","Fully at Home-Outside Employer",8,0.0040578636191142,0.00182001967562262,592.89433414937,253.039471969729,0.0029939323663992
"73","2023","Public education","Hybrid",85,0.17503575592951,0.0557570584295274,25574.4691554745,9028.43578693427,0.0917203611165726
"74","2023","Real estate","Fully In Person",10,0.299699714175916,0.159556012420047,10514.6148615363,6983.45330707194,0.262469640430977
"75","2023","Real estate","Fully at Home-Outside Employer",2,0.149383849055398,0.128782171030826,5240.95808256061,4993.01098248855,0.211846671345708
"76","2023","Real estate","Fully at Home-Self employed",9,0.0344520621259851,0.0176749707336624,1208.71041014014,495.446227748792,0.0290753268568747
