variable,value,label,val_order,group_1_title,group_1_value,group_2_title,group_2_value,group_3_title,group_3_value
age,1,Under 5 years old,1,age_category,Under 18 Years,age_grp,Under 5 years old,age_grp_2,Under 18
age,2,5-11 years,2,age_category,Under 18 Years,age_grp,5-11 years,age_grp_2,Under 18
age,3,12-15 years,3,age_category,Under 18 Years,age_grp,12-15 years,age_grp_2,Under 18
age,4,16-17 years,4,age_category,Under 18 Years,age_grp,16-17 years,age_grp_2,Under 18
age,5,18-24 years,5,age_category,18-64 years,age_grp,18-24 years,age_grp_2,18-24
age,6,25-34 years,6,age_category,18-64 years,age_grp,25-34 years,age_grp_2,25-44 years
age,7,35-44 years,7,age_category,18-64 years,age_grp,35-44 years,age_grp_2,25-44 years
age,8,45-54 years,8,age_category,18-64 years,age_grp,45-54 years,age_grp_2,45-64 years
age,9,55-64 years,9,age_category,65 years or  older,age_grp,55-64 years,age_grp_2,45-64 years
age,10,65-74 years,10,age_category,65 years or  older,age_grp,65-74 years,age_grp_2,65+
age,11,75-84 years,11,age_category,65 years or  older,age_grp,75 years or older,age_grp_2,65+
age,12,85 years or older,12,age_category,65 years or  older,age_grp,75 years or older,age_grp_2,65+
commute_freq,1,6-7 days a week,99,commute_freq_simple,5+ days,,,,
commute_freq,2,5 days a week,100,commute_freq_simple,5+ days,,,,
commute_freq,3,4 days a week,101,commute_freq_simple,4 days a week,,,,
commute_freq,4,3 days a week,102,commute_freq_simple,3 days a week,,,,
commute_freq,5,2 days a week,103,commute_freq_simple,2 days a week,,,,
commute_freq,6,1 day a week,104,commute_freq_simple,1 day a week,,,,
commute_freq,7,1-3 days a month,105,commute_freq_simple,0 days or less than weekly,,,,
commute_freq,8,Less than monthly,106,commute_freq_simple,0 days or less than weekly,,,,
commute_freq,9,Never,107,commute_freq_simple,0 days or less than weekly,,,,
commute_freq,995,Missing: Skip Logic,108,commute_freq_simple,0 days or less than weekly,,,,
commute_freq,10,A few times per month,109,commute_freq_simple,0 days or less than weekly,,,,
commute_freq,11,"None, did not commute to workplace last week",110,commute_freq_simple,0 days or less than weekly,,,,
commute_mode,1,Drive alone,111,commute_mode_simple,Drive alone,,,,
commute_mode,100,Household vehicle (or motorcycle),112,commute_mode_simple,Drive alone,,,,
commute_mode,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",113,commute_mode_simple,Drive alone,,,,
commute_mode,2,Carpool ONLY with other household members,114,commute_mode_simple,Carpool,,,,
commute_mode,3,Carpool with other people not in household (may also include household members),115,commute_mode_simple,Carpool,,,,
commute_mode,4,Motorcycle/moped/scooter,116,commute_mode_simple,Other,,,,
commute_mode,4,Motorcycle/moped,117,commute_mode_simple,Other,,,,
commute_mode,5,Vanpool,118,commute_mode_simple,Transit,,,,
commute_mode,6,Bicycle or e-bike,119,commute_mode_simple,Walk/Bike,,,,
commute_mode,103,Bicycle or e-bicycle,120,commute_mode_simple,Walk/Bike,,,,
commute_mode,7,"Walk, jog, or wheelchair",121,commute_mode_simple,Walk/Bike,,,,
commute_mode,7,Walk (or jog/wheelchair),122,commute_mode_simple,Walk/Bike,,,,
commute_mode,8,Bus (public transit),123,commute_mode_simple,Transit,,,,
commute_mode,9,Private bus or shuttle,124,commute_mode_simple,Transit,,,,
commute_mode,102,"Bus, shuttle, or vanpool (public transit, private service, or shuttles for older adults and people with disabilities)",125,commute_mode_simple,Transit,,,,
commute_mode,10,Paratransit,126,commute_mode_simple,Transit,,,,
commute_mode,11,"Commuter rail (Sounder, Amtrak)",127,commute_mode_simple,Transit,,,,
commute_mode,12,"Urban rail (Link light rail, monorail)",128,commute_mode_simple,Transit,,,,
commute_mode,13,Streetcar,129,commute_mode_simple,Transit,,,,
commute_mode,14,Ferry or water taxi,130,commute_mode_simple,Transit,,,,
commute_mode,15,"Taxi (e.g., Yellow Cab)",131,commute_mode_simple,Other,,,,
commute_mode,16,"Other hired service (Uber, Lyft, or other smartphone-app car service)",132,commute_mode_simple,Other,,,,
commute_mode,106,"Uber/Lyft, taxi, or car service",133,commute_mode_simple,Other,,,,
commute_mode,17,Airplane or helicopter,134,commute_mode_simple,Other,,,,
commute_mode,18,"Scooter or e-scooter (e.g., Lime, Bird, Razor)",135,commute_mode_simple,Other,,,,
commute_mode,107,"Scooter, moped, skateboard",136,commute_mode_simple,Other,,,,
commute_mode,19,Motorcycle/moped,137,commute_mode_simple,Other,,,,
commute_mode,20,"Urban rail (Link light rail, monorail, streetcar)",138,commute_mode_simple,Transit,,,,
commute_mode,20,"Urban rail (Link light rail, monorail)",139,commute_mode_simple,Transit,,,,
commute_mode,105,"Rail (e.g., train, subway)",140,commute_mode_simple,Transit,,,,
commute_mode,97,Other (e.g. skateboard),141,commute_mode_simple,Other,,,,
commute_mode,104,Other,142,commute_mode_simple,Other,,,,
commute_mode,995,Missing: Skip Logic,143,commute_mode_simple,Missing: Skip Logic,,,,
commute_mode,995,Missing Response,144,commute_mode_simple,Missing: Skip Logic,,,,
dest_purpose,1,"Conducted personal business (e.g., bank, post office)",271,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,2,Went grocery shopping,272,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,3,Went home,273,dest_purpose_simple,Home,dest_purpose_simpler,Go Home,,
dest_purpose,4,Went to religious/community/volunteer activity,274,dest_purpose_simple,Social/Recreation,dest_purpose_simpler,"Social, Recreation, Eat Meal",,
dest_purpose,5,"Went to work-related place (e.g., meeting, second job, delivery)",275,dest_purpose_simple,Work-related,dest_purpose_simpler,Work,,
dest_purpose,6,"Went to other shopping (e.g., mall, pet store)",276,dest_purpose_simple,Shopping,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,7,"Went to school/daycare (e.g., daycare, K-12, college)",277,dest_purpose_simple,School,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,8,"Dropped off/picked up someone (e.g., son at a friend's house, spouse at bus stop)",278,dest_purpose_simple,Pick up/Drop off,dest_purpose_simpler,"Errands, Shopping, School",,
dest_purpose,9,Went to primary workplace,279,dest_purpose_simple,Primary Work,dest_purpose_simpler,Work,,
dest_purpose,10,"Went to medical appointment (e.g., doctor, dentist)",280,dest_purpose_simple,Errands/Appointments/Other,dest_purpose_simpler,"Errands, Shopping, School",,
